test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Stn1	Stn1	Stn1	chr19:47501032-47537119	SQ	IV	OK	36.6374	34.6389	-0.0809251	-0.215084	0.68855	0.850492	no
Ppp2r5c	Ppp2r5c	Ppp2r5c	chr12:110447223-110583074	SQ	IV	OK	73.0288	69.3386	-0.0748065	-0.213251	0.68865	0.850525	no
Cd320	Cd320	Cd320	chr17:33843090-33849774	SQ	IV	OK	14.5172	15.5401	0.0982321	0.216058	0.68885	0.850681	no
Ddx27	Ddx27	Ddx27	chr2:167015312-167034945	SQ	IV	OK	46.3065	48.7193	0.0732771	0.210641	0.689	0.850716	no
Itga2	Itga2	Itga2	chr13:114833080-114932100	SQ	IV	OK	0.540685	0.467261	-0.21056	-0.215864	0.6891	0.850716	no
Tusc2	Tusc2	Tusc2	chr9:107563254-107566108	SQ	IV	OK	36.4707	38.6528	0.0838371	0.219875	0.6891	0.850716	no
Tars2	Tars2	Tars2	chr3:95739973-95754977	SQ	IV	OK	52.0974	54.8459	0.0741742	0.216061	0.6894	0.850755	no
Hdac3	Hdac3	Hdac3	chr18:37936970-37954988	SQ	IV	OK	126.771	120.943	-0.0678998	-0.213226	0.68945	0.850755	no
Rps4x	Rps4x	Rps4x	chrX:102184940-102189391	SQ	IV	OK	277.493	264.644	-0.0683962	-0.213201	0.68945	0.850755	no
4930515G16Rik	4930515G16Rik	4930515G16Rik	chr6:67565233-67565699	SQ	IV	OK	2.10185	2.8327	0.430521	0.221541	0.6895	0.850755	no
Prickle3	Prickle3	Prickle3	chrX:7657378-7671390	SQ	IV	OK	5.52437	6.4489	0.223242	0.220587	0.6895	0.850755	no
Pdzk1ip1	Pdzk1ip1	Pdzk1ip1	chr4:115088707-115093894	SQ	IV	OK	0.906682	0.672032	-0.432068	-0.213098	0.6896	0.850758	no
Cmas	Cmas	Cmas	chr6:142756685-142775714	SQ	IV	OK	90.0362	85.7313	-0.0706828	-0.210849	0.68965	0.850758	no
Cltb	Cltb	Cltb	chr13:54592385-54611373	SQ	IV	OK	17.3018	18.3993	0.0887359	0.213087	0.6898	0.850852	no
Mir25	Mir25	Mir25	chr5:138164582-138171883	SQ	IV	OK	26.6918	15.6294	-0.772129	-0.763941	0.6899	0.850884	no
Lmo1	Lmo1	Lmo1	chr7:109138564-109175207	SQ	IV	OK	0.660087	0.450892	-0.549872	-0.295537	0.69	0.850896	no
Dnajb14	Dnajb14	Dnajb14	chr3:137867674-137908931	SQ	IV	OK	1.00758	1.18906	0.238925	0.198177	0.6903	0.850896	no
Mir7051	Mir7051	Mir7051	chr7:43444071-43457800	SQ	IV	OK	101.809	180.782	0.828386	0.0777549	0.6904	0.850896	no
Cep152	Cep152	Cep152	chr2:125563087-125625113	SQ	IV	OK	6.72631	6.32523	-0.0886974	-0.211222	0.69045	0.850896	no
Kpna6	Kpna6	Kpna6	chr4:129643978-129672767	SQ	IV	OK	3.81123	3.54369	-0.105003	-0.21493	0.69045	0.850896	no
Ramp2	Ramp2	Ramp2	chr11:101246333-101248250	SQ	IV	OK	0.999092	0.756145	-0.401955	-0.213271	0.69045	0.850896	no
Gm5662	Gm5662	Gm5662	chr12:88270634-88274497	SQ	IV	OK	0.555836	0.43431	-0.355934	-0.19944	0.6905	0.850896	no
Srp68	Srp68	Srp68	chr11:116245165-116274217	SQ	IV	OK	48.7838	46.3481	-0.0738903	-0.215211	0.6905	0.850896	no
Krr1	Krr1	Krr1	chr10:111972694-111997264	SQ	IV	OK	12.1324	11.2621	-0.107394	-0.214955	0.69075	0.851084	no
Gdap10	Gdap10	Gdap10	chr12:32820334-32853369	SQ	IV	OK	2.00873	1.58226	-0.3443	-0.211381	0.6908	0.851084	no
Rtf1	Rtf1	Rtf1	chr2:119675067-119735407	SQ	IV	OK	6.74223	7.18733	0.0922299	0.213665	0.6911	0.851363	no
Rprd2	Rprd2	Rprd2	chr3:95759872-95818953	SQ	IV	OK	5.47567	5.94885	0.119575	0.213032	0.6912	0.851365	no
C030005K06Rik	C030005K06Rik	C030005K06Rik	chr18:49979426-50093229	SQ	IV	OK	0.873246	0.480042	-0.863227	-0.1774	0.69125	0.851365	no
E130317F20Rik	E130317F20Rik	E130317F20Rik	chr10:79697304-80369637	SQ	IV	OK	0.383958	0.617371	0.685191	0.0220694	0.6916	0.851676	no
Erlin2	Erlin2	Erlin2	chr8:27023798-27039435	SQ	IV	OK	9.55023	8.95861	-0.0922607	-0.216839	0.69165	0.851676	no
Mir7069	Mir7069	Mir7069	chr8:84856985-84869257	SQ	IV	OK	205.776	358.345	0.800275	5.54922	0.6922	0.852171	no
Rhebl1	Rhebl1	Rhebl1	chr15:98877759-98881414	SQ	IV	OK	10.1208	11.0711	0.129477	0.213959	0.6922	0.852171	no
Sdcbp2	Sdcbp2	Sdcbp2	chr2:151572622-151590005	SQ	IV	OK	5.5018	4.96245	-0.148852	-0.20204	0.6923	0.852204	no
Rpl8	Rpl8	Rpl8	chr15:76904070-76906318	SQ	IV	OK	721.146	689.158	-0.0654561	-0.210422	0.6925	0.852268	no
Zfp518a	Zfp518a	Zfp518a	chr19:40894702-40917947	SQ	IV	OK	2.71332	2.52009	-0.106586	-0.208025	0.6925	0.852268	no
9330133O14Rik	9330133O14Rik	9330133O14Rik	chr8:122443655-122451322	SQ	IV	OK	2.52495	2.79464	0.146406	0.206446	0.69305	0.852642	no
Rai1	Rai1	Rai1	chr11:60105012-60222581	SQ	IV	OK	3.38363	4.0012	0.241861	0.220205	0.69305	0.852642	no
Erg28	Erg28	Erg28	chr12:85815446-85824893	SQ	IV	OK	91.0144	86.5226	-0.0730177	-0.213314	0.6931	0.852642	no
Pfdn6	Pfdn6	Pfdn6	chr17:33938908-33940343	SQ	IV	OK	106.959	100.901	-0.0841201	-0.215728	0.6931	0.852642	no
Ctrl	Ctrl	Ctrl	chr8:105931993-105933862	SQ	IV	OK	2.50566	2.07871	-0.269506	-0.219707	0.69325	0.852736	no
Abhd18	Abhd18	Abhd18	chr3:40894262-40936307	SQ	IV	OK	5.00399	5.4617	0.126273	0.214662	0.6936	0.853019	no
Gon4l	Gon4l	Gon4l	chr3:88835230-88913950	SQ	IV	OK	9.13342	9.93472	0.121325	0.209496	0.69365	0.853019	no
Napg	Napg	Napg	chr18:62977915-62999451	SQ	IV	OK	12.3155	11.6126	-0.0847793	-0.206554	0.6938	0.853019	no
Strbp	Strbp	Strbp	chr2:37569867-37662342	SQ	IV	OK	4.26954	4.50741	0.0782178	0.212963	0.69385	0.853019	no
Ttc1	Ttc1	Ttc1	chr11:43730005-43748008	SQ	IV	OK	64.6302	68.0303	0.0739702	0.208794	0.69385	0.853019	no
Golga2	Golga2	Golga2	chr2:32288325-32307913	SQ	IV	OK	10.0073	10.6292	0.0869802	0.211984	0.69425	0.85342	no
Nfxl1	Nfxl1	Nfxl1	chr5:72513303-72559645	SQ	IV	OK	3.74655	3.37016	-0.152747	-0.188249	0.6946	0.853759	no
Ccar1	Ccar1	Ccar1	chr10:62743927-62792368	SQ	IV	OK	49.4192	47.1528	-0.067728	-0.208761	0.695	0.85416	no
9230114K14Rik	9230114K14Rik	9230114K14Rik	chr5:52190680-52197984	SQ	IV	OK	1.46973	1.68992	0.201403	0.206265	0.69515	0.854253	no
Gm10033	Gm10033	Gm10033	chr8:69368528-69395544	SQ	IV	OK	1.93965	2.11642	0.125825	0.213401	0.69535	0.854317	no
Hps5	Hps5	Hps5	chr7:46760465-46795881	SQ	IV	OK	8.5022	9.02362	0.0858695	0.210633	0.69535	0.854317	no
Atp13a1	Atp13a1	Atp13a1	chr8:69791162-69807748	SQ	IV	OK	57.1105	54.452	-0.0687717	-0.212091	0.69545	0.854349	no
Pet117	Pet117	Pet117	chr2:144368982-144407675	SQ	IV	OK	0.312766	0.587397	0.909254	0.0672651	0.6956	0.854351	no
Pigg	Pigg	Pigg	chr5:108312812-108349359	SQ	IV	OK	3.4873	3.17742	-0.134256	-0.214481	0.6956	0.854351	no
Cmtr1	Cmtr1	Cmtr1	chr17:29614788-29717017	SQ	IV	OK	34.4185	32.5003	-0.0827312	-0.211193	0.6959	0.854628	no
1600012H06Rik	1600012H06Rik	1600012H06Rik	chr17:14943183-14961260	SQ	IV	OK	13.3101	11.9406	-0.156637	-0.201518	0.69615	0.854844	no
A130010J15Rik	A130010J15Rik	A130010J15Rik	chr1:193173468-193201546	SQ	IV	OK	2.27466	1.67245	-0.443687	-0.209234	0.69635	0.854999	no
Zbtb22	Zbtb22	Zbtb22	chr17:33916175-33919325	SQ	IV	OK	8.23253	8.82771	0.100703	0.207186	0.69645	0.855031	no
Abl1	Abl1	Abl1	chr2:31688536-31804362	SQ	IV	OK	6.76135	7.17988	0.0866479	0.212358	0.69655	0.855062	no
Bola1	Bola1	Bola1	chr3:96196587-96197586	SQ	IV	OK	36.8193	34.2779	-0.103185	-0.20548	0.6967	0.855065	no
Tbck	Tbck	Tbck	chr3:132660497-132841688	SQ	IV	OK	2.50123	2.84499	0.185789	0.20261	0.6967	0.855064	no
Sntb2	Sntb2	Sntb2	chr8:106935739-107014232	SQ	IV	OK	10.567	9.97173	-0.0836487	-0.209143	0.6969	0.855193	no
Acyp2	Acyp2	Acyp2	chr11:30505991-30649396	SQ	IV	OK	0.800022	1.06299	0.410021	0.206779	0.697	0.855193	no
Gnai2	Gnai2	Gnai2	chr9:107614125-107635343	SQ	IV	OK	747.036	783.167	0.0681429	0.207208	0.69715	0.855193	no
Tbc1d25	Tbc1d25	Tbc1d25	chrX:8154471-8176181	SQ	IV	OK	14.2961	13.4154	-0.091736	-0.209593	0.69715	0.855193	no
Mbtps2	Mbtps2	Mbtps2	chrX:157547821-157598715	SQ	IV	OK	1.07588	0.917489	-0.22976	-0.20896	0.69725	0.855193	no
Tmem217	Tmem217	Tmem217	chr17:29526017-29549593	SQ	IV	OK	0.579627	1.46247	1.33521	0.732667	0.69725	0.855193	no
Ndufb8	Ndufb8	Ndufb8	chr19:44548570-44555442	SQ	IV	OK	583.945	611.203	0.0658194	0.206034	0.69735	0.855225	no
Btf3l4	Btf3l4	Btf3l4	chr4:108814294-108834302	SQ	IV	OK	11.157	11.8763	0.090139	0.211809	0.69745	0.855257	no
Klf6	Klf6	Klf6	chr13:5861488-5870393	SQ	IV	OK	29.5983	28.1393	-0.072927	-0.212664	0.69795	0.855388	no
Mir147	Mir147	Mir147	chr2:122637886-122641076	SQ	IV	OK	41.9836	68.7187	0.710878	0.186366	0.69795	0.855388	no
Osbpl11	Osbpl11	Osbpl11	chr16:33185070-33243312	SQ	IV	OK	12.0313	11.3761	-0.0807803	-0.208536	0.698	0.855388	no
Scaf8	Scaf8	Scaf8	chr17:3114971-3198859	SQ	IV	OK	15.9912	15.1765	-0.0754447	-0.207787	0.6981	0.855388	no
Tigit	Tigit	Tigit	chr16:43648860-43664184	SQ	IV	OK	2.86542	3.35179	0.226184	0.204624	0.6981	0.855388	no
1700001J11Rik	1700001J11Rik	1700001J11Rik	chr9:40050557-40053025	SQ	IV	OK	1.43986	1.25705	-0.195892	-0.199251	0.69815	0.855388	no
Cmah	Cmah	Cmah	chr13:24327403-24477289	SQ	IV	OK	12.8283	12.2038	-0.0720059	-0.211166	0.69815	0.855388	no
Mapk14	Mapk14	Mapk14	chr17:28691341-28748405	SQ	IV	OK	64.078	61.0984	-0.0686958	-0.208591	0.69815	0.855388	no
Otud5	Otud5	Otud5	chrX:7841830-7876626	SQ	IV	OK	37.312	39.1546	0.0695442	0.208609	0.6983	0.855481	no
Cmtm4	Cmtm4	Cmtm4	chr8:104348192-104395807	SQ	IV	OK	0.613579	0.543441	-0.175127	-0.2058	0.69855	0.855637	no
Gm14391	Gm14391	Gm14391	chr2:175869237-175988574	SQ	IV	OK	0.495867	0.775096	0.644423	0.269133	0.69865	0.855637	no
Kti12	Kti12	Kti12	chr4:108834677-108862119	SQ	IV	OK	51.7964	54.8203	0.0818591	0.204398	0.69865	0.855637	no
Pik3c3	Pik3c3	Pik3c3	chr18:30272864-30348126	SQ	IV	OK	23.7696	25.0212	0.0740324	0.205544	0.699	0.855947	no
H3c13	H3c13	H3c13	chr3:96268653-96269155	SQ	IV	OK	5.97227	5.07952	-0.233586	-0.194656	0.69915	0.855947	no
Zik1	Zik1	Zik1	chr7:10487223-10495381	SQ	IV	OK	1.54347	1.38335	-0.158014	-0.203411	0.69915	0.855947	no
Xpnpep3	Xpnpep3	Xpnpep3	chr15:81400137-81457482	SQ	IV	OK	2.84454	2.63598	-0.109859	-0.209051	0.6992	0.855947	no
Sf3b5	Sf3b5	Sf3b5	chr10:13008449-13009183	SQ	IV	OK	204.29	214.571	0.070839	0.206489	0.69955	0.856284	no
Pigw	Pigw	Pigw	chr11:84876312-84916366	SQ	IV	OK	1.36843	0.938864	-0.543539	-0.268523	0.69965	0.856286	no
Epc1	Epc1	Epc1	chr18:6435950-6516108	SQ	IV	OK	13.2364	14.5623	0.137728	0.208279	0.6997	0.856286	no
Trerf1	Trerf1	Trerf1	chr17:47140941-47362325	SQ	IV	OK	3.13468	3.35941	0.0998864	0.210251	0.6998	0.856318	no
Coq5	Coq5	Coq5	chr5:115279701-115296972	SQ	IV	OK	34.4309	36.3186	0.0770054	0.204695	0.6999	0.856319	no
Morf4l1b	Morf4l1b	Morf4l1b	chr19:41482681-41596160	SQ	IV	OK	55.9292	59.0733	0.0789041	0.207219	0.69995	0.856319	no
Luc7l3	Luc7l3	Luc7l3	chr11:94291072-94321963	SQ	IV	OK	24.4679	25.9224	0.0833078	0.208937	0.7001	0.856412	no
LOC105246046	LOC105246046	LOC105246046	chr15:102525945-102625464	SQ	IV	OK	1.23815	2.25641	0.865836	0.28323	0.7008	0.857177	no
Nxt2	Nxt2	Nxt2	chrX:142226769-142239700	SQ	IV	OK	2.33373	2.5938	0.152426	0.200513	0.701	0.857331	no
Ptgr1	Ptgr1	Ptgr1	chr4:58965589-58987078	SQ	IV	OK	1.62479	1.86396	0.198115	0.204873	0.7011	0.857363	no
Rpl39	Rpl39	Rpl39	chrX:37082517-37085222	SQ	IV	OK	116.702	124.455	0.0927922	0.207392	0.7013	0.857486	no
Zfp961	Zfp961	Zfp961	chr8:71951065-71970333	SQ	IV	OK	12.8473	12.0814	-0.088669	-0.203267	0.70135	0.857486	no
Chpf2	Chpf2	Chpf2	chr5:24586743-24602002	SQ	IV	OK	8.96978	8.42108	-0.0910669	-0.20337	0.70165	0.857671	no
Zfp428	Zfp428	Zfp428	chr7:24507086-24515682	SQ	IV	OK	2.59372	2.21397	-0.228388	-0.202475	0.70165	0.857671	no
Eif3e	Eif3e	Eif3e	chr15:43250039-43282736	SQ	IV	OK	138.485	132.264	-0.0663108	-0.19982	0.702	0.858008	no
Lxn	Lxn	Lxn	chr3:67430114-67475068	SQ	IV	OK	29.5008	32.9593	0.159934	0.193556	0.7021	0.85804	no
Anapc7	Anapc7	Anapc7	chr5:122422443-122444911	SQ	IV	OK	27.432	28.9083	0.075624	0.207153	0.7022	0.858071	no
Msantd2	Msantd2	Msantd2	chr9:37489320-37524150	SQ	IV	OK	8.92887	9.58304	0.102007	0.205152	0.7023	0.858102	no
Pik3r1	Pik3r1	Pik3r1	chr13:101680760-101768217	SQ	IV	OK	9.1755	8.69149	-0.0781832	-0.206527	0.70245	0.858194	no
H3f3b	H3f3b	H3f3b	chr11:116021960-116024504	SQ	IV	OK	548.665	573.908	0.0648942	0.205343	0.7027	0.858349	no
Mtrr	Mtrr	Mtrr	chr13:68560779-68582169	SQ	IV	OK	11.9992	11.3141	-0.0848196	-0.208876	0.70275	0.858349	no
Rpia	Rpia	Rpia	chr6:70765719-70792175	SQ	IV	OK	0.649161	0.792991	0.288728	0.204555	0.7028	0.858349	no
Repin1	Repin1	Repin1	chr6:48593882-48599082	SQ	IV	OK	4.01833	4.3797	0.124236	0.207409	0.70295	0.858442	no
Cdc40	Cdc40	Cdc40	chr10:40831621-40883143	SQ	IV	OK	22.713	23.9038	0.0737191	0.203581	0.70315	0.858474	no
Gemin2	Gemin2	Gemin2	chr12:59013390-59028470	SQ	IV	OK	21.3428	20.0454	-0.0904772	-0.205267	0.7032	0.858474	no
Slfn1	Slfn1	Slfn1	chr11:83116819-83122670	SQ	IV	OK	51.3394	48.7969	-0.0732758	-0.205865	0.7032	0.858474	no
Fbxl15	Fbxl15	Fbxl15	chr19:46328183-46338660	SQ	IV	OK	7.34738	6.12869	-0.26165	-0.208869	0.7033	0.858505	no
R3hdm2	R3hdm2	R3hdm2	chr10:127380667-127499384	SQ	IV	OK	7.00511	7.46085	0.0909322	0.203779	0.70345	0.858598	no
Dusp12	Dusp12	Dusp12	chr1:170874186-170885540	SQ	IV	OK	12.7163	13.7378	0.11147	0.204344	0.7037	0.858725	no
A630089N07Rik	A630089N07Rik	A630089N07Rik	chr16:98062511-98082439	SQ	IV	OK	3.37787	3.03812	-0.152935	-0.203025	0.70375	0.858725	no
Vav1	Vav1	Vav1	chr17:57279099-57329236	SQ	IV	OK	81.5328	85.1954	0.0633944	0.202183	0.7038	0.858725	no
Gm15694	Gm15694	Gm15694	chr16:31959669-32003287	SQ	IV	OK	5.22122	6.2108	0.250393	0.190569	0.70395	0.858725	no
Gpatch8	Gpatch8	Gpatch8	chr11:102475915-102556158	SQ	IV	OK	14.429	15.1586	0.0711733	0.204286	0.704	0.858725	no
Dclk2	Dclk2	Dclk2	chr3:86786149-86920884	SQ	IV	OK	2.52412	2.76944	0.133812	0.200363	0.70405	0.858725	no
Mtcp1	Mtcp1	Mtcp1	chrX:75404845-75416584	SQ	IV	OK	2.66127	3.10393	0.221978	0.2034	0.70415	0.858725	no
Mto1	Mto1	Mto1	chr9:78448209-78474152	SQ	IV	OK	20.4313	21.5935	0.0798153	0.199301	0.70415	0.858725	no
Cryzl2	Cryzl2	Cryzl2	chr1:157458567-157489062	SQ	IV	OK	0.499704	0.669419	0.421837	0.255557	0.70425	0.858756	no
Dph1	Dph1	Dph1	chr11:75175942-75190483	SQ	IV	OK	17.001	18.8832	0.151484	0.204461	0.7045	0.858879	no
Spata5l1	Spata5l1	Spata5l1	chr2:122630624-122632704	SQ	IV	OK	2.817	3.2215	0.193571	0.196964	0.7045	0.858879	no
2510003B16Rik	2510003B16Rik	2510003B16Rik	chr4:116123839-116144616	SQ	IV	OK	0.729805	1.11414	0.610348	0.268719	0.7046	0.858881	no
Zfp617	Zfp617	Zfp617	chr8:71922824-71934630	SQ	IV	OK	5.8139	5.39737	-0.10725	-0.202069	0.70465	0.858881	no
1810062O18Rik	1810062O18Rik	1810062O18Rik	chr14:20499363-20618354	SQ	IV	OK	1.23554	2.15089	0.799786	0.291907	0.7049	0.859095	no
Cd53	Cd53	Cd53	chr3:106758860-106790149	SQ	IV	OK	148.018	141.722	-0.0627065	-0.200817	0.70505	0.859187	no
St3gal4	St3gal4	St3gal4	chr9:35046575-35175987	SQ	IV	OK	17.1146	19.239	0.168805	0.202559	0.70535	0.859461	no
Lsg1	Lsg1	Lsg1	chr16:30561368-30587589	SQ	IV	OK	45.8402	48.1633	0.0713224	0.200509	0.7056	0.859675	no
Dok1	Dok1	Dok1	chr6:83030935-83033471	SQ	IV	OK	13.1722	14.0863	0.0968028	0.202162	0.7058	0.859768	no
Zfp953	Zfp953	Zfp953	chr13:67312986-67360572	SQ	IV	OK	1.16112	0.99236	-0.226588	-0.191947	0.70585	0.859768	no
Cnnm3	Cnnm3	Cnnm3	chr1:36511866-36528236	SQ	IV	OK	6.90195	6.49409	-0.0878777	-0.205888	0.7059	0.859768	no
4931440F15Rik	4931440F15Rik	4931440F15Rik	chr11:29692897-30026033	SQ	IV	OK	1.65235	1.40327	-0.235727	-0.206568	0.706	0.859799	no
Cirbp	Cirbp	Cirbp	chr10:79697304-80369637	SQ	IV	OK	29.173	40.6749	0.479504	0.0747678	0.70635	0.860135	no
Fam160b1	Fam160b1	Fam160b1	chr19:57361008-57389594	SQ	IV	OK	4.53915	4.25717	-0.0925281	-0.197633	0.7066	0.860197	no
Ncbp2	Ncbp2	Ncbp2	chr16:31948545-31958472	SQ	IV	OK	37.239	35.3253	-0.0761137	-0.205943	0.7066	0.860197	no
Med8	Med8	Med8	chr4:118409336-118415824	SQ	IV	OK	66.2124	69.4594	0.0690694	0.201829	0.70665	0.860197	no
Ubl3	Ubl3	Ubl3	chr5:148504630-148552788	SQ	IV	OK	59.7907	56.8298	-0.0732734	-0.207559	0.7067	0.860197	no
L1cam	L1cam	L1cam	chrX:73853777-73880834	SQ	IV	OK	2.60355	2.80964	0.109905	0.198506	0.70685	0.860289	no
Hdac4	Hdac4	Hdac4	chr1:91928778-92180341	SQ	IV	OK	3.11364	3.32114	0.0930765	0.201473	0.7071	0.860503	no
Sf3a2	Sf3a2	Sf3a2	chr10:80798734-80804922	SQ	IV	OK	36.525	34.6036	-0.0779639	-0.202694	0.7072	0.860504	no
Mir1199	Mir1199	Mir1199	chr8:84010227-84011720	SQ	IV	OK	24.4302	11.1803	-1.12771	-0.0807326	0.70725	0.860504	no
Arhgdia	Arhgdia	Arhgdia	chr11:120578098-120581624	SQ	IV	OK	773.726	740.445	-0.0634317	-0.198436	0.7076	0.860718	no
Fam120b	Fam120b	Fam120b	chr17:15396201-15433581	SQ	IV	OK	12.9708	13.6658	0.0753019	0.203508	0.70765	0.860718	no
Mcrs1	Mcrs1	Mcrs1	chr15:99224591-99262041	SQ	IV	OK	50.9887	53.6102	0.0723305	0.202023	0.70765	0.860718	no
Terf2	Terf2	Terf2	chr8:107069399-107096548	SQ	IV	OK	14.3126	13.4775	-0.0867337	-0.200482	0.7078	0.86081	no
Med24	Med24	Med24	chr11:98704590-98729435	SQ	IV	OK	29.2911	30.7538	0.070304	0.20118	0.7081	0.860993	no
Zbtb49	Zbtb49	Zbtb49	chr5:38200043-38220454	SQ	IV	OK	5.3641	4.95221	-0.115266	-0.201489	0.7081	0.860993	no
Suds3	Suds3	Suds3	chr5:117091677-117115993	SQ	IV	OK	28.6548	27.1601	-0.0772891	-0.207582	0.7082	0.861024	no
Gm15743	Gm15743	Gm15743	chr16:31422296-31458901	SQ	IV	OK	0.333405	0.598089	0.843083	0.239069	0.70845	0.861207	no
Abhd6	Abhd6	Abhd6	chr14:8002887-8056770	SQ	IV	OK	10.4321	9.74876	-0.097738	-0.20127	0.7085	0.861207	no
Pdcd6	Pdcd6	Pdcd6	chr13:74303120-74317326	SQ	IV	OK	226.772	216.747	-0.0652313	-0.202812	0.7086	0.861208	no
Faap100	Faap100	Faap100	chr11:120369561-120378746	SQ	IV	OK	18.6131	17.6381	-0.0776217	-0.202433	0.70875	0.861208	no
Pea15a	Pea15a	Pea15a	chr1:172196727-172206804	SQ	IV	OK	41.7578	39.7827	-0.0699059	-0.199821	0.70875	0.861208	no
Serpina3h	Serpina3h	Serpina3h	chr12:104247895-104254405	SQ	IV	OK	0.772352	0.629072	-0.296033	-0.20777	0.7088	0.861208	no
Mrpl28	Mrpl28	Mrpl28	chr17:26123502-26126613	SQ	IV	OK	224.971	214.961	-0.0656592	-0.2027	0.70905	0.861301	no
Rnf19a	Rnf19a	Rnf19a	chr15:36239933-36283147	SQ	IV	OK	31.2817	29.858	-0.0671996	-0.198289	0.70905	0.861301	no
Csnk2a1	Csnk2a1	Csnk2a1	chr2:152226839-152281851	SQ	IV	OK	4.11537	3.83278	-0.10263	-0.195037	0.7091	0.861301	no
Xntrpc	Xntrpc	Xntrpc	chr7:102065490-102096864	SQ	IV	OK	0.482301	0.682413	0.500712	0.256709	0.70925	0.861392	no
Siah1a	Siah1a	Siah1a	chr8:86723937-86747060	SQ	IV	OK	9.35673	10.0261	0.0996792	0.197631	0.7095	0.861605	no
Arih2	Arih2	Arih2	chr9:108602942-108653681	SQ	IV	OK	24.2249	23.0699	-0.0704793	-0.20019	0.70965	0.861606	no
Zfp110	Zfp110	Zfp110	chr7:12834760-12850586	SQ	IV	OK	20.9668	22.0342	0.0716319	0.198508	0.70965	0.861606	no
2610206C17Rik	2610206C17Rik	2610206C17Rik	chr7:84615053-84776549	SQ	IV	OK	0.336597	0.587332	0.803151	0.158632	0.71035	0.862365	no
Sdhb	Sdhb	Sdhb	chr4:140961270-140979198	SQ	IV	OK	534.991	512.885	-0.0608801	-0.195932	0.71075	0.86276	no
Gm13199	Gm13199	Gm13199	chr2:5794293-5868736	SQ	IV	OK	2.43196	1.38825	-0.808848	-0.15458	0.71095	0.862881	no
Map2k1	Map2k1	Map2k1	chr9:64185768-64253605	SQ	IV	OK	45.0439	42.078	-0.0982651	-0.192367	0.711	0.862882	no
Mir1892	Mir1892	Mir1892	chr12:54645373-54656572	SQ	IV	OK	733.371	415.077	-0.821166	-0.130769	0.7112	0.863033	no
2900005J15Rik	2900005J15Rik	2900005J15Rik	chr5:25100974-25103007	SQ	IV	OK	1.79782	2.05712	0.19438	0.202297	0.71145	0.863246	no
Tnks	Tnks	Tnks	chr8:34829178-34965690	SQ	IV	OK	2.21086	2.05278	-0.10703	-0.19186	0.7116	0.863307	no
Sap30bp	Sap30bp	Sap30bp	chr11:115933658-115965534	SQ	IV	OK	28.3766	29.9191	0.076364	0.200275	0.71165	0.863307	no
Tmem192	Tmem192	Tmem192	chr8:64947184-64969037	SQ	IV	OK	104.479	109.5	0.0677121	0.196603	0.71195	0.863459	no
Mir1291	Mir1291	Mir1291	chr15:98517657-98534269	SQ	IV	OK	33.908	58.1442	0.77801	0.129431	0.712	0.863459	no
Zbtb1	Zbtb1	Zbtb1	chr12:76370519-76396955	SQ	IV	OK	36.7947	38.482	0.0646837	0.19511	0.712	0.863459	no
Llph	Llph	Llph	chr10:120227059-120232070	SQ	IV	OK	39.7667	42.0621	0.0809604	0.197045	0.7122	0.863611	no
Fam174c	Fam174c	Fam174c	chr10:79697304-80369637	SQ	IV	OK	27.8582	37.9446	0.445792	0.0445137	0.71235	0.863702	no
Fam229b	Fam229b	Fam229b	chr10:39118803-39133914	SQ	IV	OK	2.33577	2.81223	0.267816	0.184071	0.7125	0.863763	no
E030024N20Rik	E030024N20Rik	E030024N20Rik	chr19:16132683-16388520	SQ	IV	OK	30.3049	31.6834	0.0641747	0.19777	0.71255	0.863763	no
Gabarapl1	Gabarapl1	Gabarapl1	chr6:129531946-129542331	SQ	IV	OK	11.1125	10.3624	-0.100834	-0.194078	0.71265	0.863793	no
Ercc6l2	Ercc6l2	Ercc6l2	chr13:63815239-63900301	SQ	IV	OK	6.96594	6.42907	-0.115707	-0.198381	0.7128	0.863884	no
Mynn	Mynn	Mynn	chr3:30602086-30619873	SQ	IV	OK	6.60455	6.99772	0.0834252	0.199865	0.713	0.863915	no
5830432E09Rik	5830432E09Rik	5830432E09Rik	chr7:135537823-135686294	SQ	IV	OK	6.20568	6.98924	0.171547	0.199166	0.71305	0.863915	no
Gtf2e2	Gtf2e2	Gtf2e2	chr8:33731913-33777173	SQ	IV	OK	47.3489	49.779	0.0722066	0.193376	0.71305	0.863915	no
Angel1	Angel1	Angel1	chr12:86700501-86727577	SQ	IV	OK	4.87887	4.53888	-0.104211	-0.200742	0.7133	0.864006	no
Atp6v0c-ps2	Atp6v0c-ps2	Atp6v0c-ps2	chr17:24163864-24169678	SQ	IV	OK	56.9122	52.148	-0.126125	-0.193108	0.7133	0.864006	no
Ccdc14	Ccdc14	Ccdc14	chr16:34690615-34725194	SQ	IV	OK	2.96356	2.73751	-0.114469	-0.190855	0.71335	0.864006	no
Smim12	Smim12	Smim12	chr4:127243783-127247809	SQ	IV	OK	29.0171	27.2096	-0.0927869	-0.196067	0.7135	0.864097	no
Pecr	Pecr	Pecr	chr1:72243992-72284321	SQ	IV	OK	11.6942	12.7004	0.119082	0.189534	0.7145	0.865217	no
